record_id,company_id,exhibition_id,edition_year,participation_status,is_current_confirmed,historical_appearance_count,appearance_years,return_likelihood_score,company_name_raw,company_name_normalized,company_aliases,legal_name,official_domain,best_known_website,country,ksa_presence,riyadh_presence,sector,booth_or_sponsor_notes,general_email,sales_email,marketing_email,other_public_email,public_phone,public_whatsapp,linkedin_company,instagram,facebook,x_profile,youtube,other_public_profile,google_business,public_contact_name,public_contact_title,public_contact_profile,best_contact_channel,core_media_service_fit,opportunity_score,opportunity_tier,source_relationship,verification_status,confidence,participation_source_url,contact_source_url,source_checked_at,last_verified_at,notes
exh-big5-2026-0019,co-big5-2026-elite-stone-srl-italy,riyadh-2026-big5-construct-saudi,2026,confirmed_current,true,,2026,,Elite Stone Srl,Elite Stone Srl,,,elitestone.it,https://www.elitestone.it,Italy,current Riyadh exhibition participation only; no separate KSA operating presence verified,current Riyadh exhibition participation confirmed,Marble and Stone,"Stand 2D108, Hall 2",,,,,,,,,,,,,,,,,website,construction exhibition booth/media/activation opportunity,60,medium,official,verified_primary,high,https://exhibitors.exhibitoronlinemanual.com/big-5-construct-saudi-2026/Exhibitor/,,2026-07-21,2026-07-21,Parallel current extraction batch 1 from official big5 source; public source only; no contact enrichment performed. Directory profile URL: https://exhibitors.exhibitoronlinemanual.com/big-5-construct-saudi-2026/Exhibitor/ExbDetails/NDQ3Njg= Big 5 profile verification status: LIST_VERIFIED_PROFILE_LOADED.
exh-big5-2026-0020,co-big5-2026-citco-srl-italy,riyadh-2026-big5-construct-saudi,2026,confirmed_current,true,,2026,,Citco Srl,Citco Srl,,,citco.it,https://www.citco.it,Italy,current Riyadh exhibition participation only; no separate KSA operating presence verified,current Riyadh exhibition participation confirmed,"Kitchen and Bathroom; Windows, Doors and Facades / Building Envelope; Marble and Stone; Building Interiors and Finishes","Stand 2C111, Hall 2",,,,,,,,,,,,,,,,,website,construction exhibition booth/media/activation opportunity,60,medium,official,verified_primary,high,https://exhibitors.exhibitoronlinemanual.com/big-5-construct-saudi-2026/Exhibitor/,,2026-07-21,2026-07-21,Parallel current extraction batch 1 from official big5 source; public source only; no contact enrichment performed. Directory profile URL: https://exhibitors.exhibitoronlinemanual.com/big-5-construct-saudi-2026/Exhibitor/ExbDetails/NDM0NTc= Big 5 profile verification status: LIST_VERIFIED_PROFILE_LOADED.
exh-big5-2026-0021,co-big5-2026-a2-b1-fr-technopanel-cladding-saudi-arabia,riyadh-2026-big5-construct-saudi,2026,confirmed_current,true,,2026,,""" A2 / B1 "" FR Technopanel Cladding",""" A2 / B1 "" FR Technopanel Cladding",,,technopanel.com.sa,https://technopanel.com.sa,Saudi Arabia,Saudi Arabia company per official exhibitor record,current Riyadh exhibition participation confirmed,"Windows, Doors and Facades / Building Envelope; Metal, Steel and Aluminum; Marble and Stone; Building Interiors and Finishes","Stand 3D71, Hall 3",,,,,,,,,,,,,,,,,website,construction exhibition booth/media/activation opportunity,60,medium,official,verified_primary,high,https://exhibitors.exhibitoronlinemanual.com/big-5-construct-saudi-2026/Exhibitor/,,2026-07-21,2026-07-21,Parallel current extraction batch 1 from official big5 source; public source only; no contact enrichment performed. Directory profile URL: https://exhibitors.exhibitoronlinemanual.com/big-5-construct-saudi-2026/Exhibitor/ExbDetails/NDIyNzU= Big 5 profile verification status: LIST_VERIFIED_PROFILE_LOADED.
exh-big5-2026-0022,co-big5-2026-3trees-saudi-arabia,riyadh-2026-big5-construct-saudi,2026,confirmed_current,true,,2026,,3TREES,3TREES,,,3treesgroup.com,https://www.3treesgroup.com,Saudi Arabia,Saudi Arabia company per official exhibitor record,current Riyadh exhibition participation confirmed,"Paint and Coating; Windows, Doors and Facades / Building Envelope; Smart Building; Marble and Stone; Building Interiors and Finishes","Stand 2D141, Hall 2",,,,,,,,,,,,,,,,,website,construction exhibition booth/media/activation opportunity,60,medium,official,verified_primary,high,https://exhibitors.exhibitoronlinemanual.com/big-5-construct-saudi-2026/Exhibitor/,,2026-07-21,2026-07-21,Parallel current extraction batch 1 from official big5 source; public source only; no contact enrichment performed. Directory profile URL: https://exhibitors.exhibitoronlinemanual.com/big-5-construct-saudi-2026/Exhibitor/ExbDetails/NDIyOTU= Big 5 profile verification status: LIST_VERIFIED_PROFILE_LOADED.
exh-big5-2026-0023,co-big5-2026-a-one-fence-arabia-company-for-industry-saudi-arabia,riyadh-2026-big5-construct-saudi,2026,confirmed_current,true,,2026,,A One Fence Arabia Company for Industry,A One Fence Arabia Company for Industry,,,,,Saudi Arabia,Saudi Arabia company per official exhibitor record,current Riyadh exhibition participation confirmed,construction,"Stand 1E40, Hall 1",,,,,,,,,,,,,,,,,pending,construction exhibition booth/media/activation opportunity,50,medium,official,verified_primary,high,https://exhibitors.exhibitoronlinemanual.com/big-5-construct-saudi-2026/Exhibitor/,,2026-07-21,2026-07-21,Parallel current extraction batch 1 from official big5 source; public source only; no contact enrichment performed. Directory profile URL: https://exhibitors.exhibitoronlinemanual.com/big-5-construct-saudi-2026/Exhibitor/ExbDetails/NDIyNDc= Big 5 profile verification status: LIST_VERIFIED_PROFILE_LOADED.
exh-big5-2026-0024,co-big5-2026-a-n-alodan-and-sons-co-glass-and-aluminium-factory-komate-glass-saudi-arabia,riyadh-2026-big5-construct-saudi,2026,confirmed_current,true,,2026,,A.N. Alodan & Sons Co. Glass & Aluminium Factory (Komate Glass),A.N. Alodan & Sons Co. Glass & Aluminium Factory (Komate Glass),,,komate.sa,http://www.komate.sa,Saudi Arabia,Saudi Arabia company per official exhibitor record,current Riyadh exhibition participation confirmed,"Windows, Doors and Facades / Building Envelope; Glass Production, Technology and Machinery; Building Interiors and Finishes","Stand 4A121, Hall 4",,,,,,,,,,,,,,,,,website,construction exhibition booth/media/activation opportunity,60,medium,official,verified_primary,high,https://exhibitors.exhibitoronlinemanual.com/big-5-construct-saudi-2026/Exhibitor/,,2026-07-21,2026-07-21,Parallel current extraction batch 1 from official big5 source; public source only; no contact enrichment performed. Directory profile URL: https://exhibitors.exhibitoronlinemanual.com/big-5-construct-saudi-2026/Exhibitor/ExbDetails/NDIyNjY= Big 5 profile verification status: LIST_VERIFIED_PROFILE_LOADED.
exh-sbuild-2026-0001,co-sbuild-2026-al-abrar-law-firm-for-legal-consultancy-and-notarization-saudi-arabia,riyadh-2026-saudi-build,2026,confirmed_current,true,,2026,,Al Abrar Law Firm for Legal Consultancy and Notarization,Al Abrar Law Firm for Legal Consultancy and Notarization,,,,,Saudi Arabia,Saudi Arabia company per official exhibitor record,current Riyadh exhibition participation confirmed,construction,Stand 1-534,,,,,,,,,,,,,,,,,pending,construction exhibition booth/media/activation opportunity,50,medium,official,verified_primary,high,https://saudi-build.com/exhibitors-list/,,2026-07-21,2026-07-21,Parallel current extraction batch 1 from official sbuild source; public source only; no contact enrichment performed.
exh-sbuild-2026-0002,co-sbuild-2026-al-janoub-electricity-trading-company-saudi-arabia,riyadh-2026-saudi-build,2026,confirmed_current,true,,2026,,Al Janoub Electricity Trading Company,Al Janoub Electricity Trading Company,,,janoubco.com,http://janoubco.com/,Saudi Arabia,Saudi Arabia company per official exhibitor record,current Riyadh exhibition participation confirmed,Interior Design & Finishing,"Stand 3-300; Products: Welcome to South Electricity Lighting Company, where we pride ourselves on being experts in the world of lighting since 1408 AH. We specialize in four well-known brands across the Kingdom, all certified by the Saudi Standards, Metrology and Quality Organization (SASO): ""hummer,"" ""Toefl,"" ""tutto,"" and ""Omaha."" We are also an authorized distributor for Philips. Our goal is to always provide our customers with a distinctive shopping experience, offering all their lighting and electrical needs with the highest quality.",,,,,,,,,,,,,,,,,pending,construction exhibition booth/media/activation opportunity,55,medium,official,verified_primary,high,https://saudi-build.com/exhibitors-list/,,2026-07-21,2026-07-21,Parallel current extraction batch 1 from official sbuild source; public source only; no contact enrichment performed.
exh-sbuild-2026-0003,co-sbuild-2026-al-jawdah-metal-saudi-arabia,riyadh-2026-saudi-build,2026,confirmed_current,true,,2026,,Al Jawdah Metal,Al Jawdah Metal,,,,,Saudi Arabia,Saudi Arabia company per official exhibitor record,current Riyadh exhibition participation confirmed,construction,Stand H1-108,,,,,,,,,,,,,,,,,pending,construction exhibition booth/media/activation opportunity,50,medium,official,verified_primary,high,https://saudi-build.com/exhibitors-list/,,2026-07-21,2026-07-21,Parallel current extraction batch 1 from official sbuild source; public source only; no contact enrichment performed.
exh-sbuild-2026-0004,co-sbuild-2026-al-jazirah-falcon-company-saudi-arabia,riyadh-2026-saudi-build,2026,confirmed_current,true,,2026,,Al Jazirah Falcon Company,Al Jazirah Falcon Company,,,jzfalcon.com,http://jzfalcon.com/,Saudi Arabia,Saudi Arabia company per official exhibitor record,current Riyadh exhibition participation confirmed,"Construction Technologies & Services, Construction & Building Materials, Special & Offsite Construction","Stand 2-210; Products: Al Jazirah Falcon Company specializes in cooling, air conditioning, and home appliances of all types. The company owns five factories and operates more than fifteen showrooms across the Kingdom of Saudi Arabia. It is structured into three main sectors, each distinguished by its area of specialization. The Industrial Sector is responsible for the manufacturing of the company’s products, such as cooling and air conditioning systems. This sector encompasses factories, production lines, technology, research and development (R&D), and quality assurance. The Commercial Sector is dedicated to all business and commercial operations, including the sale of products under our own brands as well as authorized agencies. It covers marketing, sales, product distribution, management of the dealer network, and the strengthening of commercial relationships with customers and partners. The Contracting Sector focuses on mechanical, electrical, and plumbing (MEP) projects, in addition to facility management and after-sales services, providing comprehensive and reliable technical solutions tailored to client needs.",,,,,,,,,,,,,,,,,pending,construction exhibition booth/media/activation opportunity,55,medium,official,verified_primary,high,https://saudi-build.com/exhibitors-list/,,2026-07-21,2026-07-21,Parallel current extraction batch 1 from official sbuild source; public source only; no contact enrichment performed.
exh-sbuild-2026-0005,co-sbuild-2026-al-koblan-thermopipe-factory-company-saudi-arabia,riyadh-2026-saudi-build,2026,confirmed_current,true,,2026,,Al Koblan Thermopipe Factory Company,Al Koblan Thermopipe Factory Company,,,alkoblan.com.sa,https://alkoblan.com.sa/,Saudi Arabia,Saudi Arabia company per official exhibitor record,current Riyadh exhibition participation confirmed,Interior Design & Finishing,"Stand 2-101; Products: Al-KOBLAN PIPES Thermal Pipe Factory KTP was established by Al-KOBLAN PIPES KTP Manufacturing Group. This group seeks to develop its products to suit both hot and cold water and thus produce a healthy and pure water network. Our group: Al-KOBLAN PIPES Factory Company, KTB, believes that the strength of its organization stems from the competence and diversity of experience of its employees. Al-Kabalan Heat Pipe Group supports multiple projects for different foreign companies by developing innovative solutions for these facilities. Al-Kabalan Group hopes to continue to excel through the efforts of its employees, who are doing their best by using technology to design high-quality products.",,,,,,,,,,,,,,,,,pending,construction exhibition booth/media/activation opportunity,55,medium,official,verified_primary,high,https://saudi-build.com/exhibitors-list/,,2026-07-21,2026-07-21,Parallel current extraction batch 1 from official sbuild source; public source only; no contact enrichment performed.
exh-sbuild-2026-0006,co-sbuild-2026-al-mahajer-company-for-marble-and-stone-saudi-arabia,riyadh-2026-saudi-build,2026,confirmed_current,true,,2026,,Al Mahajer Company for Marble & Stone,Al Mahajer Company for Marble & Stone,,,,,Saudi Arabia,Saudi Arabia company per official exhibitor record,current Riyadh exhibition participation confirmed,Interior Design & Finishing,Stand 1-435,,,,,,,,,,,,,,,,,pending,construction exhibition booth/media/activation opportunity,50,medium,official,verified_primary,high,https://saudi-build.com/exhibitors-list/,,2026-07-21,2026-07-21,Parallel current extraction batch 1 from official sbuild source; public source only; no contact enrichment performed.
exh-sbuild-2026-0007,co-sbuild-2026-al-manar-pipe-company-for-industry-saudi-arabia,riyadh-2026-saudi-build,2026,confirmed_current,true,,2026,,Al Manar Pipe Company for Industry,Al Manar Pipe Company for Industry,,,almanarplastic.com,http://www.almanarplastic.com,Saudi Arabia,Saudi Arabia company per official exhibitor record,current Riyadh exhibition participation confirmed,Construction & Building Materials,"Stand 1-409; Products: Al Manar Pipes Factory Company is a leading manufacturer of high-quality uPVC, HDPE, and PPR pipes and fittings. Committed to advancing infrastructure development both in the Kingdom of Saudi Arabia and globally, we meet the evolving demands of the construction, industrial, and infrastructure sectors. Carrying our brand MANARCO, our product range includes uPVC Pipes and Fittings for potable water systems, irrigation, drainage, and electrical applications, HDPE Pipes and Fittings which are perfect for water, gas, telecommunications, and industrial applications, and PPR Pipes and Fittings for both hot and cold-water systems. Our products are approved and certified by leading entities in Saudi Arabia, including SASO, NWC, NEOM, Red Sea Global, STC, Dawiyat, and MODON. These certifications reflect our unwavering commitment to maintaining the highest standards of quality, safety, and compliance in every product we manufacture.",,,,,,,,,,,,,,,,,pending,construction exhibition booth/media/activation opportunity,55,medium,official,verified_primary,high,https://saudi-build.com/exhibitors-list/,,2026-07-21,2026-07-21,Parallel current extraction batch 1 from official sbuild source; public source only; no contact enrichment performed.
exh-sbuild-2026-0008,co-sbuild-2026-al-rayyan-building-insulation-industry-for-company-saudi-arabia,riyadh-2026-saudi-build,2026,confirmed_current,true,,2026,,Al Rayyan Building Insulation Industry for Company,Al Rayyan Building Insulation Industry for Company,,,gwalls.sa,http://gwalls.sa/,Saudi Arabia,Saudi Arabia company per official exhibitor record,current Riyadh exhibition participation confirmed,construction,Stand 1-433,,,,,,,,,,,,,,,,,pending,construction exhibition booth/media/activation opportunity,55,medium,official,verified_primary,high,https://saudi-build.com/exhibitors-list/,,2026-07-21,2026-07-21,Parallel current extraction batch 1 from official sbuild source; public source only; no contact enrichment performed.
exh-sbuild-2026-0009,co-sbuild-2026-al-samah-teehoo-co-ltd-saudi-arabia,riyadh-2026-saudi-build,2026,confirmed_current,true,,2026,,"Al Samah Teehoo Co., Ltd.","Al Samah Teehoo Co., Ltd.",,,samah-teehoo.com,http://www.samah-teehoo.com/,Saudi Arabia,Saudi Arabia company per official exhibitor record,current Riyadh exhibition participation confirmed,"Interior Design & Finishing, Wood & Production Technologies, Construction & Building Materials, Aluminum Doors Facades Glass & Windows","Stand 4-600; Products: Al Samah Teehoo is joint venture between AL SAMAH technical factory co. for industry in Saudi Arabia and Foshan TEEHOO stainless steel in China, located in Riyadh - Sulay district, specializes in one-stop solution of decorative stainless steel, from raw materials sheets processing, fabrications as cutting, grooving, bending, laser, welding, and polishing, to PVD (Physical Vapor Deposition), Nano anti-finger print and Antique finish, enjoying high convenience of service, transportation and communication. Extended from 40+ years successful experience as a stainless-steel pioneer from AL SAMAH, and 20+ years PVD innovator of decorative stainless steel from TEEHOO, we’re proud to contribute to “SAUDI 2030 VISION” as Quality, Service and Efficiency First, by firm relationship with our strategic partners coming from construction, decoration, design, kitchen, elevator, furniture industries etc. This comes from educating the market, leading the trend beyond expectation. And we’re willing to work hand in hand with valuable clients to contribute to SAUDI 2030 and share success with everyone.",,,,,,,,,,,,,,,,,pending,construction exhibition booth/media/activation opportunity,55,medium,official,verified_primary,high,https://saudi-build.com/exhibitors-list/,,2026-07-21,2026-07-21,Parallel current extraction batch 1 from official sbuild source; public source only; no contact enrichment performed.
exh-sbuild-2026-0010,co-sbuild-2026-al-sarif-company-building-materials-saudi-arabia,riyadh-2026-saudi-build,2026,confirmed_current,true,,2026,,Al Sarif Company Building Materials,Al Sarif Company Building Materials,,,scbm.sa,https://scbm.sa/,Saudi Arabia,Saudi Arabia company per official exhibitor record,current Riyadh exhibition participation confirmed,Construction & Building Materials,"Stand 1-825; Products: AlSarif Building Materials was established in 1979 as part of AlSarif Group. In 1985, due to the increasing demand for concrete products, especially the infrastructure products in Kingdom, the company started commercial production and marketing throughout the whole Kingdom.",,,,,,,,,,,,,,,,,pending,construction exhibition booth/media/activation opportunity,55,medium,official,verified_primary,high,https://saudi-build.com/exhibitors-list/,,2026-07-21,2026-07-21,Parallel current extraction batch 1 from official sbuild source; public source only; no contact enrichment performed.
exh-sbuild-2026-0011,co-sbuild-2026-al-wadi-al-akhdar-al-mumayaz-company-saudi-arabia,riyadh-2026-saudi-build,2026,confirmed_current,true,,2026,,Al Wadi Al Akhdar Al Mumayaz Company,Al Wadi Al Akhdar Al Mumayaz Company,,,,,Saudi Arabia,Saudi Arabia company per official exhibitor record,current Riyadh exhibition participation confirmed,construction,Stand 1-736,,,,,,,,,,,,,,,,,pending,construction exhibition booth/media/activation opportunity,50,medium,official,verified_primary,high,https://saudi-build.com/exhibitors-list/,,2026-07-21,2026-07-21,Parallel current extraction batch 1 from official sbuild source; public source only; no contact enrichment performed.
exh-sbuild-2026-0012,co-sbuild-2026-alif-noon-modern-factory-company-limited-saudi-arabia,riyadh-2026-saudi-build,2026,confirmed_current,true,,2026,,Alif Noon Modern Factory Company Limited,Alif Noon Modern Factory Company Limited,,,,,Saudi Arabia,Saudi Arabia company per official exhibitor record,current Riyadh exhibition participation confirmed,construction,Stand 1-528,,,,,,,,,,,,,,,,,pending,construction exhibition booth/media/activation opportunity,50,medium,official,verified_primary,high,https://saudi-build.com/exhibitors-list/,,2026-07-21,2026-07-21,Parallel current extraction batch 1 from official sbuild source; public source only; no contact enrichment performed.
exh-sbuild-2026-0013,co-sbuild-2026-arjaa-al-khaleej-contracting-establishment-klacci-saudi-arabia,riyadh-2026-saudi-build,2026,confirmed_current,true,,2026,,Arjaa Al-Khaleej Contracting Establishment (KLACCI),Arjaa Al-Khaleej Contracting Establishment (KLACCI),,,,,Saudi Arabia,Saudi Arabia company per official exhibitor record,current Riyadh exhibition participation confirmed,construction,Stand 2-129,,,,,,,,,,,,,,,,,pending,construction exhibition booth/media/activation opportunity,50,medium,official,verified_primary,high,https://saudi-build.com/exhibitors-list/,,2026-07-21,2026-07-21,Parallel current extraction batch 1 from official sbuild source; public source only; no contact enrichment performed.
exh-sbuild-2026-0014,co-sbuild-2026-ark-prefab-company-limited-qatar,riyadh-2026-saudi-build,2026,confirmed_current,true,,2026,,Ark Prefab Company Limited,Ark Prefab Company Limited,,,,,Qatar,current Riyadh exhibition participation only; no separate KSA operating presence verified,current Riyadh exhibition participation confirmed,Construction & Building Materials,Stand 1-318,,,,,,,,,,,,,,,,,pending,construction exhibition booth/media/activation opportunity,50,medium,official,verified_primary,high,https://saudi-build.com/exhibitors-list/,,2026-07-21,2026-07-21,Parallel current extraction batch 1 from official sbuild source; public source only; no contact enrichment performed.
exh-sbuild-2026-0015,co-sbuild-2026-asas-al-hirfah-contracting-company-saudi-arabia,riyadh-2026-saudi-build,2026,confirmed_current,true,,2026,,Asas Al-Hirfah Contracting Company,Asas Al-Hirfah Contracting Company,,,asasalhirfa.com,http://asasalhirfa.com,Saudi Arabia,Saudi Arabia company per official exhibitor record,current Riyadh exhibition participation confirmed,"Interior Design & Finishing, Wood & Production Technologies","Stand 1-440; Products: ""Founded in 2013, Asas Al-Hirfah Contracting Company specializes in providing comprehensive solutions in the field of doors and wooden interior decorations. We are known for offering high-quality products crafted from natural wood, featuring unique designs and precision in execution. Our company strives to meet our clients' needs by delivering products that combine beauty and durability, adding a touch of elegance to various spaces. We believe in the importance of innovation and continuous development to provide the best solutions that align with the latest trends in interior design.""",,,,,,,,,,,,,,,,,pending,construction exhibition booth/media/activation opportunity,55,medium,official,verified_primary,high,https://saudi-build.com/exhibitors-list/,,2026-07-21,2026-07-21,Parallel current extraction batch 1 from official sbuild source; public source only; no contact enrichment performed.
exh-sbuild-2026-0016,co-sbuild-2026-atyaf-paints-factory-for-industry-uae,riyadh-2026-saudi-build,2026,confirmed_current,true,,2026,,Atyaf Paints Factory for Industry,Atyaf Paints Factory for Industry,,,,,UAE,current Riyadh exhibition participation only; no separate KSA operating presence verified,current Riyadh exhibition participation confirmed,construction,Stand 3-401,,,,,,,,,,,,,,,,,pending,construction exhibition booth/media/activation opportunity,50,medium,official,verified_primary,high,https://saudi-build.com/exhibitors-list/,,2026-07-21,2026-07-21,Parallel current extraction batch 1 from official sbuild source; public source only; no contact enrichment performed.
exh-sbuild-2026-0017,co-sbuild-2026-basic-electronics-co-ltd-gree-saudi-arabia,riyadh-2026-saudi-build,2026,confirmed_current,true,,2026,,"Basic Electronics Co., Ltd. (Gree)","Basic Electronics Co., Ltd. (Gree)",,,al-asasyah.com,http://www.al-asasyah.com/,Saudi Arabia,Saudi Arabia company per official exhibitor record,current Riyadh exhibition participation confirmed,HVAC-R,"Stand 1-514; Products: Basic Electronics Company Ltd is a leader company working in air conditioners, home appliances and medical equipment and cover the Saudi market over than 60 years with 18 branches around the kingdom. Basic offers full solutions in AC industry along with eco-friendly products and solar energy.",,,,,,,,,,,,,,,,,pending,construction exhibition booth/media/activation opportunity,55,medium,official,verified_primary,high,https://saudi-build.com/exhibitors-list/,,2026-07-21,2026-07-21,Parallel current extraction batch 1 from official sbuild source; public source only; no contact enrichment performed.
exh-sbuild-2026-0018,co-sbuild-2026-buthaina-sulaiman-al-shadoukhi-foundation-for-decor-saudi-arabia,riyadh-2026-saudi-build,2026,confirmed_current,true,,2026,,Buthaina Sulaiman Al-Shadoukhi Foundation for Decor,Buthaina Sulaiman Al-Shadoukhi Foundation for Decor,,,,,Saudi Arabia,Saudi Arabia company per official exhibitor record,current Riyadh exhibition participation confirmed,construction,Stand 2-236,,,,,,,,,,,,,,,,,pending,construction exhibition booth/media/activation opportunity,50,medium,official,verified_primary,high,https://saudi-build.com/exhibitors-list/,,2026-07-21,2026-07-21,Parallel current extraction batch 1 from official sbuild source; public source only; no contact enrichment performed.
exh-sbuild-2026-0019,co-sbuild-2026-elegant-house-trading-company-saudi-arabia,riyadh-2026-saudi-build,2026,confirmed_current,true,,2026,,Elegant House Trading Company,Elegant House Trading Company,,,,,Saudi Arabia,Saudi Arabia company per official exhibitor record,current Riyadh exhibition participation confirmed,construction,Stand 3-108,,,,,,,,,,,,,,,,,pending,construction exhibition booth/media/activation opportunity,50,medium,official,verified_primary,high,https://saudi-build.com/exhibitors-list/,,2026-07-21,2026-07-21,Parallel current extraction batch 1 from official sbuild source; public source only; no contact enrichment performed.
exh-sbuild-2026-0020,co-sbuild-2026-ibrahim-hassan-al-ajllan-company-for-contracting-saudi-arabia,riyadh-2026-saudi-build,2026,confirmed_current,true,,2026,,Ibrahim Hassan Al Ajllan Company for Contracting,Ibrahim Hassan Al Ajllan Company for Contracting,,,ajllan.com,http://www.ajllan.com/,Saudi Arabia,Saudi Arabia company per official exhibitor record,current Riyadh exhibition participation confirmed,"Construction Technologies & Services, Special & Offsite Construction, Aluminum Doors Facades Glass & Windows","Stand 3-115; Products: Al-Ajllan Tensile Structures, we take pride in delivering excellence in design, manufacturing, and fabrication of tensile structures. Since our establishment in 2004, we have been driven by an unwavering commitment to customer satisfaction, earning our place as a trusted leader in Saudi Arabia and across the GCC region. Our expertise spans a diverse range of applications, including car park shades, public gardens, wedding and function halls, sports halls, swimming pool shades, playing court shades, school yard shades, decorative canopies, umbrellas, and fabric facades. Each project we undertake reflects our dedication to innovation, precision, and craftsmanship. We are passionate about quality, utilizing only high-grade raw materials with guaranteed durability, all offered at competitive prices to ensure exceptional value. From initial concept to project completion, our team works closely with clients to bring their vision to life, fostering a collaborative relationship that ensures seamless communication and convenience at every step.",,,,,,,,,,,,,,,,,pending,construction exhibition booth/media/activation opportunity,55,medium,official,verified_primary,high,https://saudi-build.com/exhibitors-list/,,2026-07-21,2026-07-21,Parallel current extraction batch 1 from official sbuild source; public source only; no contact enrichment performed.
exh-sbuild-2026-0021,co-sbuild-2026-ibrahim-khalid-alsuwaiket-trd-est-saudi-arabia,riyadh-2026-saudi-build,2026,confirmed_current,true,,2026,,Ibrahim Khalid Alsuwaiket Trd. Est.,Ibrahim Khalid Alsuwaiket Trd. Est.,,,iks-toools.com,http://www.iks-toools.com,Saudi Arabia,Saudi Arabia company per official exhibitor record,current Riyadh exhibition participation confirmed,Stone Tech (Stone Industry & Technology),"Stand 1-437; Products: We are professional power tools supplier in Saudi Arabia. Our main products are: demolition hammers, rotary hammers, drills, angle grinders, jig saws, circular saws, marble cutters, pipe welding machines, and their accessories. Our management office and maintenance department are in Al-Khobar, Saudi Arabia. We produce all our items in China according to high quality standards. Though we have been about only Ten years (established in 2014) in the market, our products are widely used all across the Kingdom. Our brand has become popular faster and faster. Our main two groups of customers are: construction companies and individuals. We are all working hard to provide the needs of each group.",,,,,,,,,,,,,,,,,pending,construction exhibition booth/media/activation opportunity,55,medium,official,verified_primary,high,https://saudi-build.com/exhibitors-list/,,2026-07-21,2026-07-21,Parallel current extraction batch 1 from official sbuild source; public source only; no contact enrichment performed.
exh-sbuild-2026-0022,co-sbuild-2026-j-s-v-technical-co-ltd-thailand,riyadh-2026-saudi-build,2026,confirmed_current,true,,2026,,"J.S.V. Technical Co., Ltd.","J.S.V. Technical Co., Ltd.",,,arrowpipe.com,http://www.arrowpipe.com/,Thailand,current Riyadh exhibition participation only; no separate KSA operating presence verified,current Riyadh exhibition participation confirmed,"Construction Technologies & Services, Construction & Building Materials","Stand H4-400; Products: J.S.V. TECHNICAL CO., LTD. - leader of conduit and duct manufacturer in Thailand.",,,,,,,,,,,,,,,,,pending,construction exhibition booth/media/activation opportunity,55,medium,official,verified_primary,high,https://saudi-build.com/exhibitors-list/,,2026-07-21,2026-07-21,Parallel current extraction batch 1 from official sbuild source; public source only; no contact enrichment performed.
exh-sbuild-2026-0023,co-sbuild-2026-jawdah-industrial-co-ltd-saudi-arabia,riyadh-2026-saudi-build,2026,confirmed_current,true,,2026,,"Jawdah Industrial Co., Ltd.","Jawdah Industrial Co., Ltd.",,,jawdah.sa,https://www.jawdah.sa/,Saudi Arabia,Saudi Arabia company per official exhibitor record,current Riyadh exhibition participation confirmed,"Interior Design & Finishing, Construction & Building Materials, Special & Offsite Construction","Stand 1-401; Products: Established in 2010 as a joint venture with Sanabeh Suspended Ceiling Factory—an industry leader since 2001—Jawdah Industrial Co. Ltd. has built a strong reputation for client satisfaction, quality control, and timely project delivery. Over the years, we have expanded vigorously into the fields of sub-contracting and contracting, securing numerous contracts from both local and international clients thanks to our proven time management and quality assurance standards. Our product portfolio includes: • Metal ceilings • Gypsum boards and tiles • Suspension systems • Access panels • PVC films • Sandwich panels • Stainless steel products As a group of companies with a manufacturing legacy spanning three generations, we specialize in producing and supplying high-quality suspended ceiling systems for interior decoration. This long-standing experience has given us deep insight into both the products and industrial processes involved. Today, Jawdah Industrial Co. Ltd. is recognized as one of the largest and most reliable suppliers in the Kingdom of Saudi Arabia (KSA). We strive to exceed expectations in every aspect—product quality, supply consistency, warranty standards, manufacturing techniques, installation ease, and competitive pricing. We are committed to continuous improvement, constantly upgrading our manufacturing and supply systems to remain at the forefront of the industry. Our customer-centric approach and proven track record of successful projects underline our mission: “Delivering quality you can trust, with performance you can rely on.” Choosing Jawdah means choosing excellence, durability, and unmatched functional performance.",,,,,,,,,,,,,,,,,pending,construction exhibition booth/media/activation opportunity,55,medium,official,verified_primary,high,https://saudi-build.com/exhibitors-list/,,2026-07-21,2026-07-21,Parallel current extraction batch 1 from official sbuild source; public source only; no contact enrichment performed.
exh-sbuild-2026-0024,co-sbuild-2026-lcc-siporex-saudi-arabia,riyadh-2026-saudi-build,2026,confirmed_current,true,,2026,,LCC Siporex,LCC Siporex,,,,,Saudi Arabia,Saudi Arabia company per official exhibitor record,current Riyadh exhibition participation confirmed,Special & Offsite Construction,Stand 1-329,,,,,,,,,,,,,,,,,pending,construction exhibition booth/media/activation opportunity,50,medium,official,verified_primary,high,https://saudi-build.com/exhibitors-list/,,2026-07-21,2026-07-21,Parallel current extraction batch 1 from official sbuild source; public source only; no contact enrichment performed.
